assets/glow.png
1.png,0,1241,875,63
10.png,885,73,875,63
11.png,885,0,875,63
12.png,0,1679,875,63
13.png,0,1606,875,63
14.png,0,1533,875,63
15.png,0,1460,875,63
16.png,0,1387,875,63
17.png,0,1314,875,63
18.png,885,730,875,63
19.png,0,1168,875,63
2.png,885,657,875,63
20.png,0,1095,875,63
21.png,0,1022,875,63
22.png,0,949,875,63
23.png,0,876,875,63
24.png,0,803,875,63
25.png,0,730,875,63
26.png,0,657,875,63
27.png,0,584,875,63
28.png,0,511,875,63
29.png,0,438,875,63
3.png,885,584,875,63
30.png,0,365,875,63
31.png,0,292,875,63
32.png,0,219,875,63
33.png,0,146,875,63
34.png,0,73,875,63
35.png,0,0,875,63
4.png,885,511,875,63
5.png,885,438,875,63
6.png,885,365,875,63
7.png,885,292,875,63
8.png,885,219,875,63
9.png,885,146,875,63
