explsheet.png
explosion-0.png,130,0,128,128
explosion-1.png,0,390,128,128
explosion-10.png,260,388,114,124
explosion-11.png,260,260,118,126
explosion-12.png,260,130,120,128
explosion-13.png,260,0,124,128
explosion-14.png,0,130,128,128
explosion-15.png,0,0,128,128
explosion-16.png,0,260,128,128
explosion-17.png,130,390,128,128
explosion-18.png,130,260,128,128
explosion-19.png,130,130,128,128
explosion-2.png,382,130,108,128
explosion-3.png,386,0,86,128
explosion-4.png,492,124,72,128
explosion-5.png,488,390,72,128
explosion-6.png,488,260,76,128
explosion-7.png,474,0,82,122
explosion-8.png,380,260,96,114
explosion-9.png,376,388,110,122
