judge-combo.png
judge-perfect-combo-0.png,0,0,100,100
judge-perfect-combo-1.png,100,0,100,100
judge-perfect-combo-2.png,200,0,100,100
judge-perfect-combo-3.png,300,0,100,100
judge-perfect-combo-4.png,400,0,100,100
judge-perfect-combo-5.png,500,0,100,100
judge-perfect-combo-6.png,600,0,100,100
judge-perfect-combo-7.png,700,0,100,100
judge-perfect-combo-8.png,800,0,100,100
judge-perfect-combo-9.png,900,0,100,100
judge-great-combo-0.png,0,100,100,100
judge-great-combo-1.png,100,100,100,100
judge-great-combo-2.png,200,100,100,100
judge-great-combo-3.png,300,100,100,100
judge-great-combo-4.png,400,100,100,100
judge-great-combo-5.png,500,100,100,100
judge-great-combo-6.png,600,100,100,100
judge-great-combo-7.png,700,100,100,100
judge-great-combo-8.png,800,100,100,100
judge-great-combo-9.png,900,100,100,100
judge-good-combo-0.png,0,200,100,100
judge-good-combo-1.png,100,200,100,100
judge-good-combo-2.png,200,200,100,100
judge-good-combo-3.png,300,200,100,100
judge-good-combo-4.png,400,200,100,100
judge-good-combo-5.png,500,200,100,100
judge-good-combo-6.png,600,200,100,100
judge-good-combo-7.png,700,200,100,100
judge-good-combo-8.png,800,200,100,100
judge-good-combo-9.png,900,200,100,100
judge-bad-combo-0.png,0,300,100,100
judge-bad-combo-1.png,100,300,100,100
judge-bad-combo-2.png,200,300,100,100
judge-bad-combo-3.png,300,300,100,100
judge-bad-combo-4.png,400,300,100,100
judge-bad-combo-5.png,500,300,100,100
judge-bad-combo-6.png,600,300,100,100
judge-bad-combo-7.png,700,300,100,100
judge-bad-combo-8.png,800,300,100,100
judge-bad-combo-9.png,900,300,100,100
judge-miss-combo-0.png,0,400,100,100
judge-miss-combo-1.png,100,400,100,100
judge-miss-combo-2.png,200,400,100,100
judge-miss-combo-3.png,300,400,100,100
judge-miss-combo-4.png,400,400,100,100
judge-miss-combo-5.png,500,400,100,100
judge-miss-combo-6.png,600,400,100,100
judge-miss-combo-7.png,700,400,100,100
judge-miss-combo-8.png,800,400,100,100
judge-miss-combo-9.png,900,400,100,100
judge-combo-0.png,0,500,100,100
judge-combo-1.png,100,500,100,100
judge-combo-2.png,200,500,100,100
judge-combo-3.png,300,500,100,100
judge-combo-4.png,400,500,100,100
judge-combo-5.png,500,500,100,100
judge-combo-6.png,600,500,100,100
judge-combo-7.png,700,500,100,100
judge-combo-8.png,800,500,100,100
judge-combo-9.png,900,500,100,100
