note-long-on.png
note-long-top-on-1.png,0,0,100,30
note-long-top-on-2.png,120,0,100,30
note-long-top-on-3.png,0,0,100,30
note-long-top-on-4.png,120,0,100,30
note-long-top-on-5.png,0,0,100,30
note-long-top-on-6.png,120,0,100,30
note-long-top-on-7.png,0,0,100,30
note-long-top-on-s.png,240,0,200,30
note-long-top-on-sd.png,460,0,200,30
note-long-mid-on-1.png,0,50,100,30
note-long-mid-on-2.png,120,50,100,30
note-long-mid-on-3.png,0,50,100,30
note-long-mid-on-4.png,120,50,100,30
note-long-mid-on-5.png,0,50,100,30
note-long-mid-on-6.png,120,50,100,30
note-long-mid-on-7.png,0,50,100,30
note-long-mid-on-s.png,240,50,200,30
note-long-mid-on-sd.png,460,50,200,30
note-long-bot-on-1.png,0,100,100,30
note-long-bot-on-2.png,120,100,100,30
note-long-bot-on-3.png,0,100,100,30
note-long-bot-on-4.png,120,100,100,30
note-long-bot-on-5.png,0,100,100,30
note-long-bot-on-6.png,120,100,100,30
note-long-bot-on-7.png,0,100,100,30
note-long-bot-on-s.png,240,100,200,30
note-long-bot-on-sd.png,460,100,200,30
