note-long-off.png
note-long-top-off-1.png,0,0,100,30
note-long-top-off-2.png,120,0,100,30
note-long-top-off-3.png,0,0,100,30
note-long-top-off-4.png,120,0,100,30
note-long-top-off-5.png,0,0,100,30
note-long-top-off-6.png,120,0,100,30
note-long-top-off-7.png,0,0,100,30
note-long-top-off-s.png,240,0,200,30
note-long-top-off-sd.png,460,0,200,30
note-long-mid-off-1.png,0,50,100,30
note-long-mid-off-2.png,120,50,100,30
note-long-mid-off-3.png,0,50,100,30
note-long-mid-off-4.png,120,50,100,30
note-long-mid-off-5.png,0,50,100,30
note-long-mid-off-6.png,120,50,100,30
note-long-mid-off-7.png,0,50,100,30
note-long-mid-off-s.png,240,50,200,30
note-long-mid-off-sd.png,460,50,200,30
note-long-bot-off-1.png,0,100,100,30
note-long-bot-off-2.png,120,100,100,30
note-long-bot-off-3.png,0,100,100,30
note-long-bot-off-4.png,120,100,100,30
note-long-bot-off-5.png,0,100,100,30
note-long-bot-off-6.png,120,100,100,30
note-long-bot-off-7.png,0,100,100,30
note-long-bot-off-s.png,240,100,200,30
note-long-bot-off-sd.png,460,100,200,30
